2025-02-28T00:41:33.304+09:00  INFO 10592 --- [Jusangbokhap] [main] j.Jusangbokhap.JusangbokhapApplication   : Starting JusangbokhapApplication using Java 17.0.13 with PID 10592 (C:\Users\pge07\Desktop\Jusangbokhap-airbnb\build\classes\java\main started by pge07 in C:\Users\pge07\Desktop\Jusangbokhap-airbnb)
2025-02-28T00:41:33.317+09:00  INFO 10592 --- [Jusangbokhap] [main] j.Jusangbokhap.JusangbokhapApplication   : The following 1 profile is active: "prod"
2025-02-28T00:41:33.319+09:00 DEBUG 10592 --- [Jusangbokhap] [main] o.s.boot.SpringApplication               : Loading source class jsbh.Jusangbokhap.JusangbokhapApplication
2025-02-28T00:41:35.494+09:00  INFO 10592 --- [Jusangbokhap] [main] .RepositoryConfigurationExtensionSupport : Spring Data Reactive Elasticsearch - Could not safely identify store assignment for repository candidate interface jsbh.Jusangbokhap.domain.user.repository.UserRepository; If you want this repository to be a Reactive Elasticsearch repository, consider annotating your entities with one of these annotations: org.springframework.data.elasticsearch.annotations.Document (preferred), or consider extending one of the following types with your repository: org.springframework.data.elasticsearch.repository.ReactiveElasticsearchRepository
2025-02-28T00:41:35.494+09:00  INFO 10592 --- [Jusangbokhap] [main] .s.d.r.c.RepositoryConfigurationDelegate : Finished Spring Data repository scanning in 26 ms. Found 0 Reactive Elasticsearch repository interfaces.
2025-02-28T00:41:35.502+09:00  INFO 10592 --- [Jusangbokhap] [main] .s.d.r.c.RepositoryConfigurationDelegate : Multiple Spring Data modules found, entering strict repository configuration mode
2025-02-28T00:41:35.503+09:00  INFO 10592 --- [Jusangbokhap] [main] .s.d.r.c.RepositoryConfigurationDelegate : Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2025-02-28T00:41:35.507+09:00 DEBUG 10592 --- [Jusangbokhap] [main] .s.d.r.c.RepositoryConfigurationDelegate : Scanning for JPA repositories in packages jsbh.Jusangbokhap.
2025-02-28T00:41:35.531+09:00 DEBUG 10592 --- [Jusangbokhap] [main] o.s.d.r.c.RepositoryComponentProvider    : Identified candidate component class: file [C:\Users\pge07\Desktop\Jusangbokhap-airbnb\build\classes\java\main\jsbh\Jusangbokhap\domain\chat\repository\jpa\ChatRoomRepository.class]
2025-02-28T00:41:35.532+09:00 DEBUG 10592 --- [Jusangbokhap] [main] o.s.d.r.c.RepositoryComponentProvider    : Identified candidate component class: file [C:\Users\pge07\Desktop\Jusangbokhap-airbnb\build\classes\java\main\jsbh\Jusangbokhap\domain\chat\repository\mongodb\ChatMessageRepository.class]
2025-02-28T00:41:35.532+09:00 DEBUG 10592 --- [Jusangbokhap] [main] o.s.d.r.c.RepositoryComponentProvider    : Identified candidate component class: file [C:\Users\pge07\Desktop\Jusangbokhap-airbnb\build\classes\java\main\jsbh\Jusangbokhap\domain\payment\PaymentRepository.class]
2025-02-28T00:41:35.532+09:00 DEBUG 10592 --- [Jusangbokhap] [main] o.s.d.r.c.RepositoryComponentProvider    : Identified candidate component class: file [C:\Users\pge07\Desktop\Jusangbokhap-airbnb\build\classes\java\main\jsbh\Jusangbokhap\domain\receipt\ReceiptRepository.class]
2025-02-28T00:41:35.532+09:00 DEBUG 10592 --- [Jusangbokhap] [main] o.s.d.r.c.RepositoryComponentProvider    : Identified candidate component class: file [C:\Users\pge07\Desktop\Jusangbokhap-airbnb\build\classes\java\main\jsbh\Jusangbokhap\domain\reservation\ReservationRepository.class]
2025-02-28T00:41:35.532+09:00 DEBUG 10592 --- [Jusangbokhap] [main] o.s.d.r.c.RepositoryComponentProvider    : Identified candidate component class: file [C:\Users\pge07\Desktop\Jusangbokhap-airbnb\build\classes\java\main\jsbh\Jusangbokhap\domain\user\repository\UserRepository.class]
2025-02-28T00:41:35.726+09:00  INFO 10592 --- [Jusangbokhap] [main] .RepositoryConfigurationExtensionSupport : Spring Data JPA - Could not safely identify store assignment for repository candidate interface jsbh.Jusangbokhap.domain.chat.repository.mongodb.ChatMessageRepository; If you want this repository to be a JPA repository, consider annotating your entities with one of these annotations: jakarta.persistence.Entity, jakarta.persistence.MappedSuperclass (preferred), or consider extending one of the following types with your repository: org.springframework.data.jpa.repository.JpaRepository
2025-02-28T00:41:35.772+09:00  INFO 10592 --- [Jusangbokhap] [main] .s.d.r.c.RepositoryConfigurationDelegate : Finished Spring Data repository scanning in 265 ms. Found 5 JPA repository interfaces.
2025-02-28T00:41:35.780+09:00  INFO 10592 --- [Jusangbokhap] [main] .s.d.r.c.RepositoryConfigurationDelegate : Multiple Spring Data modules found, entering strict repository configuration mode
2025-02-28T00:41:35.780+09:00  INFO 10592 --- [Jusangbokhap] [main] .s.d.r.c.RepositoryConfigurationDelegate : Bootstrapping Spring Data MongoDB repositories in DEFAULT mode.
2025-02-28T00:41:35.781+09:00 DEBUG 10592 --- [Jusangbokhap] [main] .s.d.r.c.RepositoryConfigurationDelegate : Scanning for MongoDB repositories in packages jsbh.Jusangbokhap.
2025-02-28T00:41:35.804+09:00 DEBUG 10592 --- [Jusangbokhap] [main] o.s.d.r.c.RepositoryComponentProvider    : Identified candidate component class: file [C:\Users\pge07\Desktop\Jusangbokhap-airbnb\build\classes\java\main\jsbh\Jusangbokhap\domain\chat\repository\jpa\ChatRoomRepository.class]
2025-02-28T00:41:35.804+09:00 DEBUG 10592 --- [Jusangbokhap] [main] o.s.d.r.c.RepositoryComponentProvider    : Identified candidate component class: file [C:\Users\pge07\Desktop\Jusangbokhap-airbnb\build\classes\java\main\jsbh\Jusangbokhap\domain\chat\repository\mongodb\ChatMessageRepository.class]
2025-02-28T00:41:35.804+09:00 DEBUG 10592 --- [Jusangbokhap] [main] o.s.d.r.c.RepositoryComponentProvider    : Identified candidate component class: file [C:\Users\pge07\Desktop\Jusangbokhap-airbnb\build\classes\java\main\jsbh\Jusangbokhap\domain\payment\PaymentRepository.class]
2025-02-28T00:41:35.804+09:00 DEBUG 10592 --- [Jusangbokhap] [main] o.s.d.r.c.RepositoryComponentProvider    : Identified candidate component class: file [C:\Users\pge07\Desktop\Jusangbokhap-airbnb\build\classes\java\main\jsbh\Jusangbokhap\domain\receipt\ReceiptRepository.class]
2025-02-28T00:41:35.804+09:00 DEBUG 10592 --- [Jusangbokhap] [main] o.s.d.r.c.RepositoryComponentProvider    : Identified candidate component class: file [C:\Users\pge07\Desktop\Jusangbokhap-airbnb\build\classes\java\main\jsbh\Jusangbokhap\domain\reservation\ReservationRepository.class]
2025-02-28T00:41:35.804+09:00 DEBUG 10592 --- [Jusangbokhap] [main] o.s.d.r.c.RepositoryComponentProvider    : Identified candidate component class: file [C:\Users\pge07\Desktop\Jusangbokhap-airbnb\build\classes\java\main\jsbh\Jusangbokhap\domain\user\repository\UserRepository.class]
2025-02-28T00:41:35.805+09:00  INFO 10592 --- [Jusangbokhap] [main] .RepositoryConfigurationExtensionSupport : Spring Data MongoDB - Could not safely identify store assignment for repository candidate interface jsbh.Jusangbokhap.domain.chat.repository.jpa.ChatRoomRepository; If you want this repository to be a MongoDB repository, consider annotating your entities with one of these annotations: org.springframework.data.mongodb.core.mapping.Document (preferred), or consider extending one of the following types with your repository: org.springframework.data.mongodb.repository.MongoRepository
2025-02-28T00:41:35.805+09:00  INFO 10592 --- [Jusangbokhap] [main] .RepositoryConfigurationExtensionSupport : Spring Data MongoDB - Could not safely identify store assignment for repository candidate interface jsbh.Jusangbokhap.domain.payment.PaymentRepository; If you want this repository to be a MongoDB repository, consider annotating your entities with one of these annotations: org.springframework.data.mongodb.core.mapping.Document (preferred), or consider extending one of the following types with your repository: org.springframework.data.mongodb.repository.MongoRepository
2025-02-28T00:41:35.805+09:00  INFO 10592 --- [Jusangbokhap] [main] .RepositoryConfigurationExtensionSupport : Spring Data MongoDB - Could not safely identify store assignment for repository candidate interface jsbh.Jusangbokhap.domain.receipt.ReceiptRepository; If you want this repository to be a MongoDB repository, consider annotating your entities with one of these annotations: org.springframework.data.mongodb.core.mapping.Document (preferred), or consider extending one of the following types with your repository: org.springframework.data.mongodb.repository.MongoRepository
2025-02-28T00:41:35.805+09:00  INFO 10592 --- [Jusangbokhap] [main] .RepositoryConfigurationExtensionSupport : Spring Data MongoDB - Could not safely identify store assignment for repository candidate interface jsbh.Jusangbokhap.domain.reservation.ReservationRepository; If you want this repository to be a MongoDB repository, consider annotating your entities with one of these annotations: org.springframework.data.mongodb.core.mapping.Document (preferred), or consider extending one of the following types with your repository: org.springframework.data.mongodb.repository.MongoRepository
2025-02-28T00:41:35.805+09:00  INFO 10592 --- [Jusangbokhap] [main] .RepositoryConfigurationExtensionSupport : Spring Data MongoDB - Could not safely identify store assignment for repository candidate interface jsbh.Jusangbokhap.domain.user.repository.UserRepository; If you want this repository to be a MongoDB repository, consider annotating your entities with one of these annotations: org.springframework.data.mongodb.core.mapping.Document (preferred), or consider extending one of the following types with your repository: org.springframework.data.mongodb.repository.MongoRepository
2025-02-28T00:41:35.830+09:00  INFO 10592 --- [Jusangbokhap] [main] .s.d.r.c.RepositoryConfigurationDelegate : Finished Spring Data repository scanning in 48 ms. Found 1 MongoDB repository interface.
2025-02-28T00:41:35.834+09:00  INFO 10592 --- [Jusangbokhap] [main] .s.d.r.c.RepositoryConfigurationDelegate : Multiple Spring Data modules found, entering strict repository configuration mode
2025-02-28T00:41:35.834+09:00  INFO 10592 --- [Jusangbokhap] [main] .s.d.r.c.RepositoryConfigurationDelegate : Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-02-28T00:41:35.835+09:00 DEBUG 10592 --- [Jusangbokhap] [main] .s.d.r.c.RepositoryConfigurationDelegate : Scanning for Redis repositories in packages jsbh.Jusangbokhap.
2025-02-28T00:41:35.858+09:00 DEBUG 10592 --- [Jusangbokhap] [main] o.s.d.r.c.RepositoryComponentProvider    : Identified candidate component class: file [C:\Users\pge07\Desktop\Jusangbokhap-airbnb\build\classes\java\main\jsbh\Jusangbokhap\domain\chat\repository\jpa\ChatRoomRepository.class]
2025-02-28T00:41:35.858+09:00 DEBUG 10592 --- [Jusangbokhap] [main] o.s.d.r.c.RepositoryComponentProvider    : Identified candidate component class: file [C:\Users\pge07\Desktop\Jusangbokhap-airbnb\build\classes\java\main\jsbh\Jusangbokhap\domain\chat\repository\mongodb\ChatMessageRepository.class]
2025-02-28T00:41:35.858+09:00 DEBUG 10592 --- [Jusangbokhap] [main] o.s.d.r.c.RepositoryComponentProvider    : Identified candidate component class: file [C:\Users\pge07\Desktop\Jusangbokhap-airbnb\build\classes\java\main\jsbh\Jusangbokhap\domain\payment\PaymentRepository.class]
2025-02-28T00:41:35.858+09:00 DEBUG 10592 --- [Jusangbokhap] [main] o.s.d.r.c.RepositoryComponentProvider    : Identified candidate component class: file [C:\Users\pge07\Desktop\Jusangbokhap-airbnb\build\classes\java\main\jsbh\Jusangbokhap\domain\receipt\ReceiptRepository.class]
2025-02-28T00:41:35.859+09:00 DEBUG 10592 --- [Jusangbokhap] [main] o.s.d.r.c.RepositoryComponentProvider    : Identified candidate component class: file [C:\Users\pge07\Desktop\Jusangbokhap-airbnb\build\classes\java\main\jsbh\Jusangbokhap\domain\reservation\ReservationRepository.class]
2025-02-28T00:41:35.859+09:00 DEBUG 10592 --- [Jusangbokhap] [main] o.s.d.r.c.RepositoryComponentProvider    : Identified candidate component class: file [C:\Users\pge07\Desktop\Jusangbokhap-airbnb\build\classes\java\main\jsbh\Jusangbokhap\domain\user\repository\UserRepository.class]
2025-02-28T00:41:35.860+09:00  INFO 10592 --- [Jusangbokhap] [main] .RepositoryConfigurationExtensionSupport : Spring Data Redis - Could not safely identify store assignment for repository candidate interface jsbh.Jusangbokhap.domain.chat.repository.jpa.ChatRoomRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
2025-02-28T00:41:35.860+09:00  INFO 10592 --- [Jusangbokhap] [main] .RepositoryConfigurationExtensionSupport : Spring Data Redis - Could not safely identify store assignment for repository candidate interface jsbh.Jusangbokhap.domain.chat.repository.mongodb.ChatMessageRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
2025-02-28T00:41:35.861+09:00  INFO 10592 --- [Jusangbokhap] [main] .RepositoryConfigurationExtensionSupport : Spring Data Redis - Could not safely identify store assignment for repository candidate interface jsbh.Jusangbokhap.domain.payment.PaymentRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
2025-02-28T00:41:35.861+09:00  INFO 10592 --- [Jusangbokhap] [main] .RepositoryConfigurationExtensionSupport : Spring Data Redis - Could not safely identify store assignment for repository candidate interface jsbh.Jusangbokhap.domain.receipt.ReceiptRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
2025-02-28T00:41:35.861+09:00  INFO 10592 --- [Jusangbokhap] [main] .RepositoryConfigurationExtensionSupport : Spring Data Redis - Could not safely identify store assignment for repository candidate interface jsbh.Jusangbokhap.domain.reservation.ReservationRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
2025-02-28T00:41:35.861+09:00  INFO 10592 --- [Jusangbokhap] [main] .RepositoryConfigurationExtensionSupport : Spring Data Redis - Could not safely identify store assignment for repository candidate interface jsbh.Jusangbokhap.domain.user.repository.UserRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
2025-02-28T00:41:35.861+09:00  INFO 10592 --- [Jusangbokhap] [main] .s.d.r.c.RepositoryConfigurationDelegate : Finished Spring Data repository scanning in 25 ms. Found 0 Redis repository interfaces.
2025-02-28T00:41:35.983+09:00 DEBUG 10592 --- [Jusangbokhap] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'springSecurityHandlerMappingIntrospectorBeanDefinitionRegistryPostProcessor'
2025-02-28T00:41:36.108+09:00 DEBUG 10592 --- [Jusangbokhap] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'propertySourcesPlaceholderConfigurer'
2025-02-28T00:41:36.113+09:00 DEBUG 10592 --- [Jusangbokhap] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.sql.init.dependency.DatabaseInitializationDependencyConfigurer$DependsOnDatabaseInitializationPostProcessor'
2025-02-28T00:41:36.113+09:00 DEBUG 10592 --- [Jusangbokhap] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'emBeanDefinitionRegistrarPostProcessor'
2025-02-28T00:41:36.166+09:00 DEBUG 10592 --- [Jusangbokhap] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.context.event.internalEventListenerProcessor'
2025-02-28T00:41:36.168+09:00 DEBUG 10592 --- [Jusangbokhap] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.data.jpa.domain.support.AuditingBeanFactoryPostProcessor'
2025-02-28T00:41:36.168+09:00 DEBUG 10592 --- [Jusangbokhap] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'preserveErrorControllerTargetClassPostProcessor'
2025-02-28T00:41:36.168+09:00 DEBUG 10592 --- [Jusangbokhap] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'conversionServicePostProcessor'
2025-02-28T00:41:36.193+09:00 DEBUG 10592 --- [Jusangbokhap] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.context.event.internalEventListenerFactory'
2025-02-28T00:41:36.194+09:00 DEBUG 10592 --- [Jusangbokhap] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.transaction.config.internalTransactionalEventListenerFactory'
2025-02-28T00:41:36.199+09:00 DEBUG 10592 --- [Jusangbokhap] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.context.annotation.internalAutowiredAnnotationProcessor'
